"","branch_office","month_tz","day_tz","day_of_week_tz","hour_tz","tiempodeses","visitor"
"81229",3,11,9,"Wednesday",5,0,"false"
"81230",3,11,19,"Saturday",16,0,"false"
"81231",1,10,28,"Friday",9,0,"false"
"81232",1,10,30,"Sunday",23,21,"false"
"81233",1,11,4,"Friday",9,0,"false"
"81234",1,10,31,"Monday",10,0,"false"
"81235",3,11,17,"Thursday",6,37840,"true"
"81236",1,11,17,"Thursday",2,0,"false"
"81237",3,11,7,"Monday",10,0,"false"
"81238",3,11,10,"Thursday",11,0,"false"
"81239",1,11,13,"Sunday",19,0,"false"
"81240",2,11,8,"Tuesday",23,0,"false"
"81241",1,10,31,"Monday",18,1459,"true"
"81242",1,10,29,"Saturday",11,29413,"true"
"81243",1,11,14,"Monday",10,0,"false"
"81244",3,11,14,"Monday",18,1395,"true"
"81245",1,11,8,"Tuesday",21,0,"false"
"81246",1,11,2,"Wednesday",7,17,"false"
"81247",3,11,10,"Thursday",17,0,"false"
"81248",2,11,3,"Thursday",9,51,"false"
"81249",3,11,13,"Sunday",17,30,"false"
"81250",1,11,7,"Monday",9,0,"false"
"81251",1,11,14,"Monday",18,0,"false"
"81252",3,11,29,"Tuesday",19,0,"false"
"81253",3,11,6,"Sunday",16,0,"false"
"81254",1,11,23,"Wednesday",18,0,"false"
"81255",1,11,15,"Tuesday",10,0,"false"
"81256",1,11,10,"Thursday",16,133,"true"
"81257",3,11,2,"Wednesday",4,3582,"true"
"81258",3,11,17,"Thursday",16,0,"false"
"81259",1,11,13,"Sunday",20,0,"false"
"81260",1,11,3,"Thursday",10,0,"false"
"81261",1,11,10,"Thursday",16,0,"false"
"81262",3,11,19,"Saturday",18,0,"false"
"81263",2,11,9,"Wednesday",17,2561,"true"
"81264",1,11,2,"Wednesday",21,0,"false"
"81265",3,11,13,"Sunday",21,0,"false"
"81266",3,11,11,"Friday",19,0,"false"
"81267",3,11,14,"Monday",14,0,"false"
"81268",3,11,4,"Friday",19,0,"false"
"81269",2,11,29,"Tuesday",0,1590,"true"
"81270",3,11,11,"Friday",13,902,"true"
"81271",3,11,10,"Thursday",10,0,"false"
"81272",3,11,14,"Monday",16,0,"false"
"81273",3,11,23,"Wednesday",23,18,"false"
"81274",3,11,12,"Saturday",1,15112,"true"
"81275",1,11,27,"Sunday",18,69,"false"
"81276",3,11,24,"Thursday",0,357,"true"
"81277",3,11,15,"Tuesday",16,18,"false"
"81278",1,10,30,"Sunday",8,775,"true"
"81279",1,11,27,"Sunday",21,0,"false"
"81280",3,11,13,"Sunday",15,0,"false"
"81281",1,11,5,"Saturday",15,0,"false"
"81282",2,11,5,"Saturday",3,5212,"true"
"81283",2,11,7,"Monday",16,30278,"true"
"81284",3,11,14,"Monday",7,0,"false"
"81285",1,11,29,"Tuesday",16,1654,"true"
"81286",1,10,26,"Wednesday",11,858,"true"
"81287",2,11,7,"Monday",18,0,"false"
"81288",3,11,5,"Saturday",14,6135,"true"
"81289",3,11,4,"Friday",22,0,"false"
"81290",3,11,16,"Wednesday",8,36,"false"
"81291",1,11,24,"Thursday",4,8818,"true"
"81292",1,10,28,"Friday",13,0,"false"
"81293",1,11,28,"Monday",4,693,"true"
"81294",1,10,27,"Thursday",14,0,"false"
"81295",1,11,11,"Friday",19,3,"false"
"81296",1,11,9,"Wednesday",16,0,"false"
"81297",3,11,30,"Wednesday",8,0,"false"
"81298",3,11,9,"Wednesday",14,0,"false"
"81299",2,11,9,"Wednesday",11,31171,"true"
"81300",1,10,29,"Saturday",14,0,"false"
"81301",3,11,24,"Thursday",6,0,"false"
"81302",1,11,5,"Saturday",15,9680,"true"
"81303",1,11,16,"Wednesday",15,66,"false"
"81304",1,11,9,"Wednesday",15,0,"false"
"81305",3,11,4,"Friday",23,0,"false"
"81306",3,11,16,"Wednesday",15,0,"false"
"81307",3,11,11,"Friday",16,4349,"true"
"81308",3,11,16,"Wednesday",10,0,"false"
"81309",1,11,30,"Wednesday",12,2421,"true"
"81310",3,11,30,"Wednesday",8,0,"false"
"81311",1,10,26,"Wednesday",4,2690,"true"
"81312",1,11,17,"Thursday",10,0,"false"
"81313",1,11,11,"Friday",14,0,"false"
"81314",1,11,1,"Tuesday",22,1640,"true"
"81315",1,11,4,"Friday",17,0,"false"
"81316",1,11,11,"Friday",13,0,"false"
"81317",3,11,7,"Monday",20,4007,"true"
"81318",1,10,27,"Thursday",15,0,"false"
"81319",1,10,26,"Wednesday",16,0,"false"
"81320",1,11,8,"Tuesday",19,0,"false"
"81321",2,11,29,"Tuesday",19,8503,"true"
"81322",2,11,13,"Sunday",13,0,"false"
"81323",1,11,12,"Saturday",20,0,"false"
"81324",3,11,28,"Monday",15,5363,"true"
"81325",3,11,8,"Tuesday",23,123,"true"
"81326",3,11,16,"Wednesday",11,0,"false"
"81327",3,11,5,"Saturday",18,1228,"true"
"81328",1,10,31,"Monday",12,349,"true"
"81329",3,11,11,"Friday",20,0,"false"
"81330",3,11,28,"Monday",6,0,"false"
"81331",2,11,15,"Tuesday",16,10772,"true"
"81332",1,10,29,"Saturday",9,55,"false"
"81333",3,11,17,"Thursday",8,0,"false"
"81334",3,11,16,"Wednesday",16,0,"false"
"81335",3,11,4,"Friday",6,0,"false"
"81336",1,11,4,"Friday",2,549,"true"
"81337",1,11,17,"Thursday",11,0,"false"
"81338",3,11,7,"Monday",20,0,"false"
"81339",3,11,17,"Thursday",11,2831,"true"
"81340",1,11,14,"Monday",19,1560,"true"
"81341",3,11,12,"Saturday",17,25,"false"
"81342",3,11,23,"Wednesday",20,0,"false"
"81343",3,11,6,"Sunday",23,0,"false"
"81344",1,11,30,"Wednesday",15,14,"false"
"81345",3,11,6,"Sunday",21,0,"false"
"81346",1,11,16,"Wednesday",18,0,"false"
"81347",3,11,29,"Tuesday",8,0,"false"
"81348",2,11,29,"Tuesday",23,1200,"true"
"81349",1,10,31,"Monday",21,0,"false"
"81350",3,11,4,"Friday",7,0,"false"
"81351",2,11,5,"Saturday",13,7256,"true"
"81352",1,11,2,"Wednesday",23,10058,"true"
"81353",3,11,23,"Wednesday",18,23,"false"
"81354",3,11,6,"Sunday",23,67,"false"
"81355",2,11,8,"Tuesday",22,9779,"true"
"81356",3,11,14,"Monday",20,34541,"true"
"81357",2,11,28,"Monday",13,0,"false"
"81358",1,11,16,"Wednesday",16,50,"false"
"81359",3,11,3,"Thursday",21,20913,"true"
"81360",1,11,28,"Monday",19,17,"false"
"81361",3,11,16,"Wednesday",13,149,"true"
"81362",1,10,28,"Friday",16,0,"false"
"81363",3,11,28,"Monday",13,0,"false"
"81364",1,11,17,"Thursday",14,0,"false"
"81365",2,11,7,"Monday",21,4487,"true"
"81366",1,11,3,"Thursday",11,0,"false"
"81367",2,11,9,"Wednesday",13,0,"false"
"81368",1,11,4,"Friday",17,0,"false"
"81369",1,10,27,"Thursday",19,0,"false"
"81370",1,11,30,"Wednesday",17,1080,"true"
"81371",3,11,14,"Monday",17,0,"false"
"81372",2,11,13,"Sunday",18,4571,"true"
"81373",3,11,2,"Wednesday",13,0,"false"
"81374",1,10,30,"Sunday",18,0,"false"
"81375",1,10,29,"Saturday",17,5,"false"
"81376",3,11,9,"Wednesday",12,0,"false"
"81377",1,11,3,"Thursday",11,0,"false"
"81378",3,11,13,"Sunday",20,0,"false"
"81379",1,11,29,"Tuesday",14,5371,"true"
"81380",3,11,19,"Saturday",15,0,"false"
"81381",3,11,24,"Thursday",8,0,"false"
"81382",3,11,19,"Saturday",13,0,"false"
"81383",2,11,27,"Sunday",15,22116,"true"
"81384",1,10,30,"Sunday",15,0,"false"
"81385",1,10,29,"Saturday",10,47,"false"
"81386",3,11,7,"Monday",16,0,"false"
"81387",1,10,29,"Saturday",0,124,"true"
"81388",3,11,16,"Wednesday",10,0,"false"
"81389",1,11,27,"Sunday",14,59,"false"
"81390",1,11,7,"Monday",10,10,"false"
"81391",1,10,31,"Monday",14,1718,"true"
"81392",1,11,4,"Friday",6,0,"false"
"81393",1,11,12,"Saturday",0,87,"false"
"81394",1,11,7,"Monday",16,317,"true"
"81395",1,11,30,"Wednesday",17,0,"false"
"81396",3,11,24,"Thursday",1,0,"false"
"81397",1,11,17,"Thursday",8,76,"true"
"81398",1,11,29,"Tuesday",7,94,"true"
"81399",3,11,7,"Monday",9,0,"false"
"81400",1,11,17,"Thursday",17,7977,"true"
"81401",1,11,16,"Wednesday",16,4,"false"
"81402",1,10,29,"Saturday",10,0,"false"
"81403",1,11,15,"Tuesday",0,22939,"true"
"81404",1,11,1,"Tuesday",20,0,"false"
"81405",3,11,15,"Tuesday",17,0,"false"
"81406",1,11,3,"Thursday",19,0,"false"
"81407",1,10,28,"Friday",9,438,"true"
"81408",3,11,4,"Friday",12,0,"false"
"81409",1,11,3,"Thursday",16,0,"false"
"81410",3,11,11,"Friday",21,0,"false"
"81411",1,10,28,"Friday",8,0,"false"
"81412",1,11,6,"Sunday",19,2640,"true"
"81413",3,11,6,"Sunday",22,15503,"true"
"81414",3,11,11,"Friday",20,653,"true"
"81415",1,10,30,"Sunday",7,3698,"true"
"81416",2,11,8,"Tuesday",7,444,"true"
"81417",1,11,30,"Wednesday",16,13,"false"
"81418",3,11,9,"Wednesday",19,394,"true"
"81419",3,11,28,"Monday",8,1310,"true"
"81420",3,11,16,"Wednesday",12,0,"false"
"81421",1,11,13,"Sunday",20,0,"false"
"81422",3,11,29,"Tuesday",18,0,"false"
"81423",1,10,31,"Monday",8,0,"false"
"81424",1,11,4,"Friday",13,0,"false"
"81425",1,11,1,"Tuesday",20,202,"true"
"81426",2,11,28,"Monday",14,0,"false"
"81427",1,11,16,"Wednesday",13,120,"true"
"81428",2,11,11,"Friday",17,0,"false"
"81429",3,11,3,"Thursday",14,0,"false"
"81430",2,11,6,"Sunday",20,40,"false"
"81431",3,11,5,"Saturday",14,0,"false"
"81432",1,10,29,"Saturday",14,179,"true"
"81433",1,11,13,"Sunday",10,1169,"true"
"81434",3,11,7,"Monday",18,7447,"true"
"81435",1,10,28,"Friday",8,6,"false"
"81436",3,11,3,"Thursday",8,0,"false"
"81437",3,11,15,"Tuesday",21,61,"false"
"81438",1,11,29,"Tuesday",13,32,"false"
"81439",1,11,30,"Wednesday",11,0,"false"
"81440",1,10,27,"Thursday",15,0,"false"
"81441",3,11,19,"Saturday",17,0,"false"
"81442",1,11,6,"Sunday",9,130,"true"
"81443",3,11,19,"Saturday",13,0,"false"
"81444",1,11,1,"Tuesday",9,1904,"true"
"81445",1,11,3,"Thursday",22,0,"false"
"81446",1,11,5,"Saturday",13,18193,"true"
"81447",1,10,29,"Saturday",11,18,"false"
"81448",1,10,27,"Thursday",13,7,"false"
"81449",1,10,29,"Saturday",14,57,"false"
"81450",3,11,4,"Friday",21,0,"false"
"81451",3,11,8,"Tuesday",4,499,"true"
"81452",1,10,31,"Monday",10,19,"false"
"81453",1,11,5,"Saturday",9,0,"false"
"81454",1,11,29,"Tuesday",10,0,"false"
"81455",3,11,4,"Friday",9,1727,"true"
"81456",1,10,27,"Thursday",17,0,"false"
"81457",1,11,7,"Monday",14,23,"false"
"81458",1,11,23,"Wednesday",19,0,"false"
"81459",1,11,9,"Wednesday",19,1725,"true"
"81460",3,11,9,"Wednesday",23,567,"true"
"81461",3,11,14,"Monday",18,114,"true"
"81462",3,11,4,"Friday",12,0,"false"
"81463",1,11,23,"Wednesday",20,0,"false"
"81464",1,11,1,"Tuesday",14,1868,"true"
"81465",1,10,28,"Friday",11,24902,"true"
"81466",1,11,9,"Wednesday",8,0,"false"
"81467",1,11,3,"Thursday",4,512,"true"
"81468",2,11,12,"Saturday",16,0,"false"
"81469",3,11,28,"Monday",12,5800,"true"
"81470",1,11,30,"Wednesday",16,80,"true"
"81471",1,11,13,"Sunday",19,39198,"true"
"81472",1,11,17,"Thursday",10,709,"true"
"81473",1,10,29,"Saturday",22,685,"true"
"81474",3,11,19,"Saturday",15,9906,"true"
"81475",3,11,30,"Wednesday",13,0,"false"
"81476",3,11,12,"Saturday",22,0,"false"
"81477",1,11,17,"Thursday",9,0,"false"
"81478",1,10,27,"Thursday",15,4271,"true"
"81479",1,11,29,"Tuesday",19,2000,"true"
"81480",3,11,29,"Tuesday",6,0,"false"
"81481",3,11,19,"Saturday",15,0,"false"
"81482",3,11,7,"Monday",0,0,"false"
"81483",1,11,12,"Saturday",13,0,"false"
"81484",3,11,16,"Wednesday",20,0,"false"
"81485",1,11,4,"Friday",8,0,"false"
"81486",1,10,27,"Thursday",11,241,"true"
"81487",3,11,11,"Friday",20,0,"false"
"81488",2,11,7,"Monday",15,10,"false"
"81489",1,11,30,"Wednesday",16,0,"false"
"81490",3,11,24,"Thursday",10,0,"false"
"81491",1,11,11,"Friday",20,0,"false"
"81492",3,11,3,"Thursday",14,0,"false"
"81493",1,11,12,"Saturday",11,0,"false"
"81494",2,11,13,"Sunday",3,18954,"true"
"81495",3,11,28,"Monday",18,7268,"true"
"81496",3,11,19,"Saturday",14,0,"false"
"81497",1,10,30,"Sunday",0,6,"false"
"81498",1,11,28,"Monday",10,11,"false"
"81499",1,11,9,"Wednesday",22,0,"false"
"81500",3,11,15,"Tuesday",20,731,"true"
"81501",1,10,28,"Friday",11,0,"false"
"81502",2,11,16,"Wednesday",19,0,"false"
"81503",1,11,9,"Wednesday",22,0,"false"
"81504",3,11,10,"Thursday",11,0,"false"
"81505",1,10,27,"Thursday",15,1969,"true"
"81506",1,11,3,"Thursday",17,0,"false"
"81507",3,11,10,"Thursday",11,0,"false"
"81508",1,10,29,"Saturday",23,1377,"true"
"81509",3,11,15,"Tuesday",17,287,"true"
"81510",3,11,24,"Thursday",16,0,"false"
"81511",1,11,12,"Saturday",0,0,"false"
"81512",3,11,13,"Sunday",13,0,"false"
"81513",1,11,14,"Monday",19,3281,"true"
"81514",3,11,9,"Wednesday",8,0,"false"
"81515",1,10,26,"Wednesday",20,0,"false"
"81516",3,11,10,"Thursday",8,0,"false"
"81517",3,11,17,"Thursday",13,0,"false"
"81518",1,11,28,"Monday",22,0,"false"
"81519",3,11,6,"Sunday",2,0,"false"
"81520",3,11,14,"Monday",22,13079,"true"
"81521",3,11,11,"Friday",21,2183,"true"
"81522",3,11,15,"Tuesday",18,0,"false"
"81523",1,10,27,"Thursday",19,0,"false"
"81524",2,11,5,"Saturday",1,1247,"true"
"81525",3,11,28,"Monday",18,0,"false"
"81526",1,11,3,"Thursday",8,0,"false"
"81527",1,11,4,"Friday",16,0,"false"
"81528",3,11,13,"Sunday",12,0,"false"
"81529",3,11,3,"Thursday",17,0,"false"
"81530",3,11,13,"Sunday",14,0,"false"
"81531",2,11,10,"Thursday",9,30486,"true"
"81532",3,11,16,"Wednesday",21,2515,"true"
"81533",3,11,8,"Tuesday",17,279,"true"
"81534",1,10,28,"Friday",21,616,"true"
"81535",2,11,4,"Friday",15,32245,"true"
"81536",3,11,28,"Monday",9,0,"false"
"81537",1,11,8,"Tuesday",14,72,"false"
"81538",3,11,5,"Saturday",19,0,"false"
"81539",3,11,13,"Sunday",17,78,"true"
"81540",2,11,29,"Tuesday",14,0,"false"
"81541",1,11,1,"Tuesday",19,0,"false"
"81542",1,11,13,"Sunday",13,25048,"true"
"81543",3,11,14,"Monday",17,900,"true"
"81544",1,11,7,"Monday",6,64440,"true"
"81545",1,10,28,"Friday",9,27068,"true"
"81546",1,11,3,"Thursday",11,0,"false"
"81547",3,11,4,"Friday",13,4079,"true"
"81548",1,11,16,"Wednesday",21,0,"false"
"81549",3,11,29,"Tuesday",15,0,"false"
"81550",1,11,8,"Tuesday",16,2460,"true"
"81551",1,11,7,"Monday",9,0,"false"
"81552",1,11,7,"Monday",15,36,"false"
"81553",1,10,28,"Friday",20,0,"false"
"81554",1,11,6,"Sunday",19,246,"true"
"81555",2,11,4,"Friday",14,0,"false"
"81556",1,11,10,"Thursday",12,0,"false"
"81557",3,11,16,"Wednesday",20,0,"false"
"81558",1,11,6,"Sunday",15,0,"false"
"81559",3,11,13,"Sunday",9,133,"true"
"81560",1,11,5,"Saturday",20,0,"false"
"81561",3,11,4,"Friday",12,189,"true"
"81562",3,11,12,"Saturday",16,3177,"true"
"81563",3,11,16,"Wednesday",9,6718,"true"
"81564",3,11,11,"Friday",21,7517,"true"
"81565",3,11,6,"Sunday",21,3942,"true"
"81566",2,11,9,"Wednesday",15,2714,"true"
"81567",1,10,31,"Monday",18,1375,"true"
"81568",2,11,28,"Monday",13,4161,"true"
"81569",3,11,17,"Thursday",10,8616,"true"
"81570",3,11,24,"Thursday",7,0,"false"
"81571",1,10,29,"Saturday",18,0,"false"
"81572",3,11,13,"Sunday",18,0,"false"
"81573",1,11,16,"Wednesday",19,6507,"true"
"81574",1,11,28,"Monday",19,27,"false"
"81575",3,11,16,"Wednesday",15,0,"false"
"81576",1,11,9,"Wednesday",12,9362,"true"
"81577",3,11,4,"Friday",6,30045,"true"
"81578",3,11,6,"Sunday",20,0,"false"
"81579",1,11,14,"Monday",19,0,"false"
"81580",3,11,10,"Thursday",7,0,"false"
"81581",1,11,7,"Monday",11,79,"true"
"81582",3,11,8,"Tuesday",7,0,"false"
"81583",3,11,15,"Tuesday",20,0,"false"
"81584",1,10,28,"Friday",15,0,"false"
"81585",1,10,30,"Sunday",10,1706,"true"
"81586",1,11,30,"Wednesday",17,979,"true"
"81587",1,11,1,"Tuesday",19,18825,"true"
"81588",3,11,14,"Monday",11,0,"false"
"81589",2,11,30,"Wednesday",9,0,"false"
"81590",3,11,29,"Tuesday",22,0,"false"
"81591",3,11,5,"Saturday",22,0,"false"
"81592",3,11,30,"Wednesday",7,0,"false"
"81593",1,11,16,"Wednesday",19,2319,"true"
"81594",3,11,27,"Sunday",17,2464,"true"
"81595",3,11,4,"Friday",15,0,"false"
"81596",1,11,14,"Monday",19,0,"false"
"81597",1,11,15,"Tuesday",1,0,"false"
"81598",3,11,13,"Sunday",17,367,"true"
"81599",3,11,29,"Tuesday",16,5461,"true"
"81600",1,11,5,"Saturday",9,0,"false"
"81601",1,11,12,"Saturday",21,38936,"true"
"81602",1,11,9,"Wednesday",16,0,"false"
"81603",1,11,14,"Monday",14,0,"false"
"81604",1,10,26,"Wednesday",13,0,"false"
"81605",1,11,7,"Monday",10,0,"false"
"81606",1,10,31,"Monday",18,47,"false"
"81607",3,11,12,"Saturday",1,324,"true"
"81608",1,10,28,"Friday",10,0,"false"
"81609",1,11,12,"Saturday",15,0,"false"
"81610",3,11,30,"Wednesday",6,0,"false"
"81611",3,11,16,"Wednesday",18,0,"false"
"81612",1,10,27,"Thursday",19,0,"false"
"81613",3,11,28,"Monday",19,180,"true"
"81614",3,11,2,"Wednesday",3,40,"false"
"81615",3,11,3,"Thursday",19,919,"true"
"81616",1,10,27,"Thursday",16,0,"false"
"81617",3,11,15,"Tuesday",19,0,"false"
"81618",2,11,14,"Monday",17,0,"false"
"81619",1,11,24,"Thursday",14,0,"false"
"81620",3,11,14,"Monday",16,0,"false"
"81621",1,10,26,"Wednesday",19,0,"false"
"81622",2,11,7,"Monday",21,3836,"true"
"81623",2,11,28,"Monday",20,0,"false"
"81624",3,11,16,"Wednesday",11,0,"false"
"81625",2,11,14,"Monday",18,9033,"true"
"81626",3,11,30,"Wednesday",13,0,"false"
"81627",1,11,16,"Wednesday",23,0,"false"
"81628",3,11,19,"Saturday",14,0,"false"
"81629",1,10,29,"Saturday",7,12051,"true"
"81630",1,11,5,"Saturday",8,0,"false"
"81631",1,11,13,"Sunday",14,19,"false"
"81632",1,11,1,"Tuesday",16,890,"true"
"81633",1,11,14,"Monday",15,0,"false"
"81634",3,11,15,"Tuesday",8,3075,"true"
"81635",3,11,15,"Tuesday",10,0,"false"
"81636",1,11,14,"Monday",19,571,"true"
"81637",3,11,8,"Tuesday",8,0,"false"
"81638",1,11,29,"Tuesday",18,166,"true"
"81639",2,11,9,"Wednesday",10,0,"false"
"81640",3,11,10,"Thursday",6,0,"false"
"81641",1,11,8,"Tuesday",14,410,"true"
"81642",3,11,27,"Sunday",19,0,"false"
"81643",3,11,9,"Wednesday",9,0,"false"
"81644",1,11,4,"Friday",19,112,"true"
"81645",3,11,4,"Friday",7,0,"false"
"81646",1,10,31,"Monday",14,0,"false"
"81647",1,11,7,"Monday",5,0,"false"
"81648",3,11,27,"Sunday",16,0,"false"
"81649",1,11,7,"Monday",14,0,"false"
"81650",1,11,11,"Friday",14,0,"false"
"81651",2,11,5,"Saturday",15,76,"true"
"81652",1,11,30,"Wednesday",15,121,"true"
"81653",3,11,6,"Sunday",1,0,"false"
"81654",3,11,9,"Wednesday",12,2657,"true"
"81655",1,11,1,"Tuesday",18,350,"true"
"81656",3,11,27,"Sunday",13,0,"false"
"81657",3,11,12,"Saturday",14,0,"false"
"81658",3,11,23,"Wednesday",16,0,"false"
"81659",3,11,4,"Friday",19,0,"false"
"81660",3,11,14,"Monday",22,103,"true"
"81661",1,10,30,"Sunday",16,0,"false"
"81662",1,11,30,"Wednesday",16,4242,"true"
"81663",3,11,8,"Tuesday",17,0,"false"
"81664",3,11,6,"Sunday",20,334,"true"
"81665",3,11,12,"Saturday",21,0,"false"
"81666",1,10,28,"Friday",19,0,"false"
"81667",3,11,13,"Sunday",15,0,"false"
"81668",1,11,30,"Wednesday",7,767,"true"
"81669",3,11,27,"Sunday",18,9802,"true"
"81670",3,11,13,"Sunday",7,0,"false"
"81671",1,11,9,"Wednesday",10,0,"false"
"81672",3,11,27,"Sunday",21,0,"false"
"81673",1,11,11,"Friday",16,62,"false"
"81674",3,11,28,"Monday",19,33694,"true"
"81675",1,11,10,"Thursday",11,29724,"true"
"81676",3,11,9,"Wednesday",17,695,"true"
"81677",1,11,2,"Wednesday",12,0,"false"
"81678",3,11,13,"Sunday",21,0,"false"
"81679",3,11,12,"Saturday",22,2435,"true"
"81680",3,11,14,"Monday",13,4645,"true"
"81681",3,11,6,"Sunday",15,7151,"true"
"81682",3,11,4,"Friday",14,6923,"true"
"81683",3,11,5,"Saturday",14,0,"false"
"81684",3,11,16,"Wednesday",16,8,"false"
"81685",3,11,7,"Monday",14,3204,"true"
"81686",2,11,11,"Friday",16,0,"false"
"81687",3,11,2,"Wednesday",13,6516,"true"
"81688",3,11,6,"Sunday",8,0,"false"
"81689",1,11,27,"Sunday",13,1915,"true"
"81690",1,11,9,"Wednesday",18,0,"false"
"81691",1,10,29,"Saturday",19,0,"false"
"81692",1,11,5,"Saturday",9,120,"true"
"81693",1,11,9,"Wednesday",8,0,"false"
"81694",1,11,16,"Wednesday",18,0,"false"
"81695",2,11,12,"Saturday",8,143,"true"
"81696",1,11,13,"Sunday",13,0,"false"
"81697",3,11,14,"Monday",19,474,"true"
"81698",2,11,12,"Saturday",22,0,"false"
"81699",1,11,28,"Monday",15,0,"false"
"81700",3,11,27,"Sunday",21,0,"false"
"81701",3,11,12,"Saturday",20,0,"false"
"81702",1,11,6,"Sunday",15,0,"false"
"81703",1,10,28,"Friday",10,0,"false"
"81704",1,11,8,"Tuesday",9,1197,"true"
"81705",3,11,28,"Monday",8,0,"false"
"81706",1,10,26,"Wednesday",18,0,"false"
"81707",3,11,17,"Thursday",5,0,"false"
"81708",3,11,15,"Tuesday",14,0,"false"
"81709",1,11,16,"Wednesday",11,0,"false"
"81710",1,11,1,"Tuesday",11,33,"false"
"81711",1,11,3,"Thursday",16,1338,"true"
"81712",1,11,24,"Thursday",9,0,"false"
"81713",1,11,3,"Thursday",13,0,"false"
"81714",3,11,14,"Monday",17,0,"false"
"81715",1,10,31,"Monday",17,4286,"true"
"81716",1,11,10,"Thursday",7,62622,"true"
"81717",3,11,13,"Sunday",18,0,"false"
"81718",1,11,3,"Thursday",15,34341,"true"
"81719",3,11,14,"Monday",18,0,"false"
"81720",3,11,6,"Sunday",8,0,"false"
"81721",1,11,2,"Wednesday",1,29,"false"
"81722",3,11,16,"Wednesday",6,0,"false"
"81723",1,11,13,"Sunday",18,61,"false"
"81724",1,11,10,"Thursday",13,0,"false"
"81725",2,11,9,"Wednesday",11,11666,"true"
"81726",1,11,4,"Friday",15,71,"true"
"81727",3,11,13,"Sunday",18,0,"false"
"81728",3,11,12,"Saturday",23,6,"false"
"81729",3,11,10,"Thursday",16,0,"false"
"81730",3,11,15,"Tuesday",8,3397,"true"
"81731",1,11,7,"Monday",15,983,"true"
"81732",1,11,14,"Monday",13,0,"false"
"81733",1,11,7,"Monday",20,0,"false"
"81734",1,11,3,"Thursday",13,0,"false"
"81735",2,11,11,"Friday",12,0,"false"
"81736",3,11,29,"Tuesday",20,0,"false"
"81737",3,11,5,"Saturday",20,0,"false"
"81738",2,11,30,"Wednesday",11,15,"false"
"81739",1,10,31,"Monday",18,0,"false"
"81740",1,11,8,"Tuesday",16,0,"false"
"81741",1,11,30,"Wednesday",14,0,"false"
"81742",1,11,3,"Thursday",7,71,"true"
"81743",1,11,14,"Monday",11,351,"true"
"81744",3,11,11,"Friday",15,0,"false"
"81745",1,10,29,"Saturday",16,0,"false"
"81746",3,11,9,"Wednesday",8,0,"false"
"81747",3,11,12,"Saturday",11,0,"false"
"81748",1,11,14,"Monday",18,6,"false"
"81749",3,11,12,"Saturday",8,432,"true"
"81750",3,11,16,"Wednesday",22,671,"true"
"81751",1,11,23,"Wednesday",21,32,"false"
"81752",1,10,27,"Thursday",5,540,"true"
"81753",1,11,29,"Tuesday",10,38,"false"
"81754",3,11,11,"Friday",16,5614,"true"
"81755",1,11,3,"Thursday",19,189,"true"
"81756",1,11,7,"Monday",9,1579,"true"
"81757",1,11,2,"Wednesday",16,0,"false"
"81758",1,11,16,"Wednesday",17,0,"false"
"81759",3,11,2,"Wednesday",3,13456,"true"
"81760",3,11,15,"Tuesday",23,38917,"true"
"81761",3,11,3,"Thursday",18,0,"false"
"81762",3,11,19,"Saturday",14,3328,"true"
"81763",3,11,23,"Wednesday",19,43,"false"
"81764",1,10,27,"Thursday",19,0,"false"
"81765",3,11,30,"Wednesday",7,0,"false"
"81766",1,11,6,"Sunday",17,0,"false"
"81767",2,11,16,"Wednesday",4,14662,"true"
"81768",3,11,27,"Sunday",18,0,"false"
"81769",1,11,14,"Monday",14,45,"false"
"81770",3,11,29,"Tuesday",4,47056,"true"
"81771",3,11,16,"Wednesday",9,0,"false"
"81772",1,11,7,"Monday",10,321,"true"
"81773",3,11,15,"Tuesday",15,0,"false"
"81774",3,11,14,"Monday",6,0,"false"
"81775",1,11,29,"Tuesday",13,102,"true"
"81776",1,11,3,"Thursday",15,0,"false"
"81777",1,11,8,"Tuesday",20,22,"false"
"81778",1,11,14,"Monday",7,72,"false"
"81779",1,11,10,"Thursday",9,7294,"true"
"81780",3,11,2,"Wednesday",18,0,"false"
"81781",3,11,29,"Tuesday",7,0,"false"
"81782",3,11,23,"Wednesday",19,0,"false"
"81783",3,11,9,"Wednesday",18,4308,"true"
"81784",3,11,6,"Sunday",0,1298,"true"
"81785",1,11,11,"Friday",14,0,"false"
"81786",1,11,16,"Wednesday",19,852,"true"
"81787",3,11,13,"Sunday",22,136,"true"
"81788",1,11,16,"Wednesday",19,60,"false"
"81789",1,11,1,"Tuesday",11,0,"false"
"81790",3,11,14,"Monday",17,0,"false"
"81791",1,11,7,"Monday",16,0,"false"
"81792",1,11,14,"Monday",4,19618,"true"
"81793",2,11,14,"Monday",15,6551,"true"
"81794",3,11,9,"Wednesday",14,0,"false"
"81795",2,11,19,"Saturday",14,5102,"true"
"81796",3,11,7,"Monday",10,0,"false"
"81797",3,11,9,"Wednesday",8,0,"false"
"81798",1,11,1,"Tuesday",7,64340,"true"
"81799",1,10,26,"Wednesday",16,0,"false"
"81800",3,11,27,"Sunday",16,723,"true"
"81801",1,11,29,"Tuesday",13,0,"false"
"81802",3,11,8,"Tuesday",6,46,"false"
"81803",1,10,28,"Friday",19,0,"false"
